RowNumber,InputTextID,PerturbationID,OriginalLabel,PerturbedLabel,IsEquivalent
1974,fsa94,Identifying Individual,negative,positive,False
1978,fsa95,Identifying Individual,positive,neutral,False
1979,fsa95,Identifying Individual,positive,neutral,False
1982,fsa95,Identifying Individual,positive,negative,False
1983,fsa95,Identifying Individual,positive,negative,False
1986,fsa95,Identifying Individual,positive,negative,False
1987,fsa95,Identifying Individual,positive,negative,False
1992,fsa95,Identifying Individual,positive,negative,False
1994,fsa95,Identifying Individual,positive,negative,False
1997,fsa96,Identifying Individual,positive,negative,False
1999,fsa96,Identifying Individual,positive,negative,False
2012,fsa96,Identifying Individual,positive,negative,False
2019,fsa97,Identifying Individual,positive,negative,False
2020,fsa97,Identifying Individual,positive,negative,False
2027,fsa97,Identifying Individual,positive,negative,False
2030,fsa97,Identifying Individual,positive,negative,False
2035,fsa97,Identifying Individual,positive,neutral,False
2036,fsa97,Identifying Individual,positive,neutral,False
2039,fsa98,Identifying Individual,positive,negative,False
2062,fsa99,Identifying Individual,positive,negative,False
2064,fsa99,Identifying Individual,positive,negative,False
2065,fsa99,Identifying Individual,positive,negative,False
2066,fsa99,Identifying Individual,positive,negative,False
2067,fsa99,Identifying Individual,positive,negative,False
2069,fsa99,Identifying Individual,positive,negative,False
2070,fsa99,Identifying Individual,positive,negative,False
2073,fsa99,Identifying Individual,positive,negative,False
2074,fsa99,Identifying Individual,positive,negative,False
2075,fsa99,Identifying Individual,positive,negative,False
2076,fsa99,Identifying Individual,positive,negative,False
2080,fsa100,Identifying Individual,negative,positive,False
2081,fsa100,Identifying Individual,negative,positive,False
2082,fsa100,Identifying Individual,negative,positive,False
2083,fsa100,Identifying Individual,negative,positive,False
2084,fsa100,Identifying Individual,negative,positive,False
2085,fsa100,Identifying Individual,negative,positive,False
2086,fsa100,Identifying Individual,negative,positive,False
2087,fsa100,Identifying Individual,negative,positive,False
2089,fsa100,Identifying Individual,negative,positive,False
2090,fsa100,Identifying Individual,negative,positive,False
2091,fsa100,Identifying Individual,negative,positive,False
2092,fsa100,Identifying Individual,negative,positive,False
2093,fsa100,Identifying Individual,negative,positive,False
2094,fsa100,Identifying Individual,negative,positive,False
2095,fsa100,Identifying Individual,negative,positive,False
2096,fsa100,Identifying Individual,negative,positive,False
2097,fsa100,Identifying Individual,negative,positive,False
2098,fsa100,Identifying Individual,negative,positive,False
2100,fsa100,Identifying Individual,negative,positive,False
