RowNumber,InputTextID,PerturbationID,OriginalLabel,PerturbedLabel,IsEquivalent
1851,fsa89,Identifying Individual,negative,neutral,False
1852,fsa89,Identifying Individual,negative,neutral,False
1853,fsa89,Identifying Individual,negative,neutral,False
1854,fsa89,Identifying Individual,negative,neutral,False
1855,fsa89,Identifying Individual,negative,neutral,False
1856,fsa89,Identifying Individual,negative,neutral,False
1857,fsa89,Identifying Individual,negative,neutral,False
1858,fsa89,Identifying Individual,negative,neutral,False
1859,fsa89,Identifying Individual,negative,neutral,False
1860,fsa89,Identifying Individual,negative,neutral,False
1861,fsa89,Identifying Individual,negative,neutral,False
1862,fsa89,Identifying Individual,negative,neutral,False
1863,fsa89,Identifying Individual,negative,neutral,False
1864,fsa89,Identifying Individual,negative,neutral,False
1865,fsa89,Identifying Individual,negative,neutral,False
1866,fsa89,Identifying Individual,negative,neutral,False
1867,fsa89,Identifying Individual,negative,neutral,False
1868,fsa89,Identifying Individual,negative,neutral,False
1869,fsa89,Identifying Individual,negative,neutral,False
1870,fsa90,Identifying Individual,neutral,positive,False
1874,fsa90,Identifying Individual,neutral,positive,False
1875,fsa90,Identifying Individual,neutral,positive,False
1876,fsa90,Identifying Individual,neutral,positive,False
1877,fsa90,Identifying Individual,neutral,positive,False
1878,fsa90,Identifying Individual,neutral,positive,False
1879,fsa90,Identifying Individual,neutral,positive,False
1880,fsa90,Identifying Individual,neutral,positive,False
1881,fsa90,Identifying Individual,neutral,positive,False
1882,fsa90,Identifying Individual,neutral,positive,False
1883,fsa90,Identifying Individual,neutral,positive,False
1884,fsa90,Identifying Individual,neutral,positive,False
1885,fsa90,Identifying Individual,neutral,positive,False
1886,fsa90,Identifying Individual,neutral,positive,False
1887,fsa90,Identifying Individual,neutral,positive,False
1888,fsa90,Identifying Individual,neutral,positive,False
1889,fsa90,Identifying Individual,neutral,positive,False
1890,fsa90,Identifying Individual,neutral,positive,False
1891,fsa91,Identifying Individual,negative,neutral,False
1892,fsa91,Identifying Individual,negative,neutral,False
1893,fsa91,Identifying Individual,negative,neutral,False
1894,fsa91,Identifying Individual,negative,neutral,False
1895,fsa91,Identifying Individual,negative,neutral,False
1896,fsa91,Identifying Individual,negative,neutral,False
1897,fsa91,Identifying Individual,negative,neutral,False
1898,fsa91,Identifying Individual,negative,neutral,False
1899,fsa91,Identifying Individual,negative,neutral,False
1900,fsa91,Identifying Individual,negative,neutral,False
1901,fsa91,Identifying Individual,negative,neutral,False
1902,fsa91,Identifying Individual,negative,neutral,False
1903,fsa91,Identifying Individual,negative,neutral,False
1904,fsa91,Identifying Individual,negative,neutral,False
1905,fsa91,Identifying Individual,negative,neutral,False
1906,fsa91,Identifying Individual,negative,neutral,False
1907,fsa91,Identifying Individual,negative,neutral,False
1908,fsa91,Identifying Individual,negative,neutral,False
1909,fsa91,Identifying Individual,negative,neutral,False
1910,fsa91,Identifying Individual,negative,neutral,False
1911,fsa91,Identifying Individual,negative,neutral,False
1913,fsa92,Identifying Individual,negative,neutral,False
1914,fsa92,Identifying Individual,negative,neutral,False
1915,fsa92,Identifying Individual,negative,neutral,False
1916,fsa92,Identifying Individual,negative,neutral,False
1917,fsa92,Identifying Individual,negative,neutral,False
1918,fsa92,Identifying Individual,negative,neutral,False
1919,fsa92,Identifying Individual,negative,neutral,False
1920,fsa92,Identifying Individual,negative,neutral,False
1922,fsa92,Identifying Individual,negative,neutral,False
1924,fsa92,Identifying Individual,negative,neutral,False
1925,fsa92,Identifying Individual,negative,neutral,False
1926,fsa92,Identifying Individual,negative,neutral,False
1929,fsa92,Identifying Individual,negative,neutral,False
1932,fsa92,Identifying Individual,negative,neutral,False
1934,fsa93,Identifying Individual,neutral,negative,False
1936,fsa93,Identifying Individual,neutral,negative,False
1954,fsa94,Identifying Individual,negative,neutral,False
1955,fsa94,Identifying Individual,negative,neutral,False
1956,fsa94,Identifying Individual,negative,neutral,False
1957,fsa94,Identifying Individual,negative,neutral,False
1958,fsa94,Identifying Individual,negative,neutral,False
1959,fsa94,Identifying Individual,negative,neutral,False
1960,fsa94,Identifying Individual,negative,neutral,False
1961,fsa94,Identifying Individual,negative,neutral,False
1962,fsa94,Identifying Individual,negative,neutral,False
1963,fsa94,Identifying Individual,negative,neutral,False
1964,fsa94,Identifying Individual,negative,neutral,False
1965,fsa94,Identifying Individual,negative,neutral,False
1966,fsa94,Identifying Individual,negative,neutral,False
1967,fsa94,Identifying Individual,negative,neutral,False
1968,fsa94,Identifying Individual,negative,neutral,False
1969,fsa94,Identifying Individual,negative,neutral,False
1970,fsa94,Identifying Individual,negative,neutral,False
1971,fsa94,Identifying Individual,negative,neutral,False
1972,fsa94,Identifying Individual,negative,neutral,False
1973,fsa94,Identifying Individual,negative,neutral,False
1974,fsa94,Identifying Individual,negative,neutral,False
1988,fsa95,Identifying Individual,neutral,positive,False
1989,fsa95,Identifying Individual,neutral,positive,False
1991,fsa95,Identifying Individual,neutral,positive,False
1997,fsa96,Identifying Individual,neutral,negative,False
1998,fsa96,Identifying Individual,neutral,positive,False
1999,fsa96,Identifying Individual,neutral,negative,False
2000,fsa96,Identifying Individual,neutral,positive,False
2001,fsa96,Identifying Individual,neutral,positive,False
2002,fsa96,Identifying Individual,neutral,positive,False
2003,fsa96,Identifying Individual,neutral,positive,False
2004,fsa96,Identifying Individual,neutral,positive,False
2005,fsa96,Identifying Individual,neutral,positive,False
2006,fsa96,Identifying Individual,neutral,positive,False
2009,fsa96,Identifying Individual,neutral,positive,False
2010,fsa96,Identifying Individual,neutral,positive,False
2011,fsa96,Identifying Individual,neutral,positive,False
2012,fsa96,Identifying Individual,neutral,positive,False
2013,fsa96,Identifying Individual,neutral,positive,False
2014,fsa96,Identifying Individual,neutral,positive,False
2015,fsa96,Identifying Individual,neutral,positive,False
2016,fsa96,Identifying Individual,neutral,positive,False
2040,fsa98,Identifying Individual,neutral,negative,False
2067,fsa99,Identifying Individual,neutral,negative,False
2075,fsa99,Identifying Individual,neutral,negative,False
2076,fsa99,Identifying Individual,neutral,negative,False
2088,fsa100,Identifying Individual,neutral,negative,False
2095,fsa100,Identifying Individual,neutral,positive,False
2099,fsa100,Identifying Individual,neutral,negative,False
